index,value
0,2.0
1,3.0
2,5.0
3,7.0
4,11.0
5,13.0
6,17.0
7,19.0
8,23.0
9,29.0
10,31.0
11,37.0
12,41.0
13,43.0
14,47.0
15,53.0
16,59.0
17,61.0
18,67.0
19,71.0
20,73.0
21,79.0
22,83.0
23,89.0
24,97.0
25,1.0
26,3.0
27,7.0
28,9.0
29,13.0
30,27.0
31,31.0
32,37.0
33,39.0
34,49.0
35,51.0
36,57.0
37,63.0
38,67.0
39,73.0
40,79.0
41,81.0
42,91.0
43,93.0
44,97.0
45,99.0
46,11.0
47,23.0
48,27.0
49,29.0
50,33.0
51,39.0
52,41.0
53,51.0
54,57.0
55,63.0
56,69.0
57,71.0
58,77.0
59,81.0
60,83.0
61,93.0
62,7.0
63,11.0
64,13.0
65,17.0
66,31.0
67,37.0
68,47.0
69,49.0
70,53.0
71,59.0
72,67.0
73,73.0
74,79.0
75,83.0
76,89.0
77,97.0
78,1.0
79,9.0
80,19.0
81,21.0
82,31.0
83,33.0
84,39.0
85,43.0
86,49.0
87,57.0
88,61.0
89,63.0
90,67.0
91,79.0
92,87.0
93,91.0
94,99.0
95,3.0
96,9.0
97,21.0
98,23.0
99,41.0
100,47.0
101,57.0
102,63.0
103,69.0
104,71.0
105,77.0
106,87.0
107,93.0
108,99.0
109,1.0
110,7.0
111,13.0
112,17.0
113,19.0
114,31.0
115,41.0
116,43.0
117,47.0
118,53.0
119,59.0
120,61.0
121,73.0
122,77.0
123,83.0
124,91.0
125,1.0
126,9.0
127,19.0
128,27.0
129,33.0
130,39.0
131,43.0
132,51.0
133,57.0
134,61.0
135,69.0
136,73.0
137,87.0
138,97.0
139,9.0
140,11.0
141,21.0
142,23.0
143,27.0
144,29.0
145,39.0
146,53.0
147,57.0
148,59.0
149,63.0
150,77.0
151,81.0
152,83.0
153,87.0
154,7.0
155,11.0
156,19.0
157,29.0
158,37.0
159,41.0
160,47.0
161,53.0
162,67.0
163,71.0
164,77.0
165,83.0
166,91.0
167,97.0
168,9.0
169,13.0
170,19.0
171,21.0
172,31.0
173,33.0
174,39.0
175,49.0
176,51.0
177,61.0
178,63.0
179,69.0
180,87.0
181,91.0
182,93.0
183,97.0
184,3.0
185,9.0
186,17.0
187,23.0
188,29.0
189,51.0
190,53.0
191,63.0
192,71.0
193,81.0
194,87.0
195,93.0
196,1.0
197,13.0
198,17.0
199,23.0
200,29.0
201,31.0
202,37.0
203,49.0
204,59.0
205,77.0
206,79.0
207,83.0
208,89.0
209,91.0
210,97.0
211,1.0
212,3.0
213,7.0
214,19.0
215,21.0
216,27.0
217,61.0
218,67.0
219,73.0
220,81.0
221,99.0
222,9.0
223,23.0
224,27.0
225,29.0
226,33.0
227,39.0
228,47.0
229,51.0
230,53.0
231,59.0
232,71.0
233,81.0
234,83.0
235,87.0
236,89.0
237,93.0
238,99.0
239,11.0
240,23.0
241,31.0
242,43.0
243,49.0
244,53.0
245,59.0
246,67.0
247,71.0
248,79.0
249,83.0
250,97.0
251,1.0
252,7.0
253,9.0
254,13.0
255,19.0
256,21.0
257,27.0
258,37.0
259,57.0
260,63.0
261,67.0
262,69.0
263,93.0
264,97.0
265,99.0
266,9.0
267,21.0
268,23.0
269,33.0
270,41.0
271,47.0
272,53.0
273,59.0
274,77.0
275,83.0
276,87.0
277,89.0
278,1.0
279,11.0
280,23.0
281,31.0
282,47.0
283,61.0
284,67.0
285,71.0
286,73.0
287,77.0
288,79.0
289,89.0
290,1.0
291,7.0
292,13.0
293,31.0
294,33.0
295,49.0
296,51.0
297,73.0
298,79.0
299,87.0
300,93.0
301,97.0
302,99.0
303,3.0
304,11.0
305,17.0
306,27.0
307,29.0
308,39.0
309,53.0
310,63.0
311,69.0
312,81.0
313,83.0
314,87.0
315,89.0
316,99.0
317,11.0
318,13.0
319,29.0
320,31.0
321,37.0
322,41.0
323,43.0
324,53.0
325,61.0
326,79.0
327,3.0
328,7.0
329,13.0
330,21.0
331,37.0
332,39.0
333,43.0
334,51.0
335,67.0
336,69.0
337,73.0
338,81.0
339,87.0
340,93.0
341,97.0
342,9.0
343,11.0
344,33.0
345,39.0
346,41.0
347,47.0
348,51.0
349,57.0
350,71.0
351,77.0
352,81.0
353,83.0
354,89.0
355,93.0
356,99.0
357,11.0
358,17.0
359,23.0
360,37.0
361,41.0
362,47.0
363,59.0
364,67.0
365,73.0
366,77.0
367,3.0
368,21.0
369,31.0
370,39.0
371,43.0
372,49.0
373,51.0
374,57.0
375,79.0
376,91.0
377,93.0
378,9.0
379,17.0
380,21.0
381,33.0
382,47.0
383,57.0
384,59.0
385,63.0
386,71.0
387,77.0
388,83.0
389,87.0
390,89.0
391,93.0
392,99.0
393,7.0
394,11.0
395,13.0
396,19.0
397,29.0
398,31.0
399,41.0
400,49.0
401,53.0
402,67.0
403,77.0
404,89.0
405,91.0
406,97.0
407,1.0
408,3.0
409,19.0
410,33.0
411,37.0
412,43.0
413,51.0
414,57.0
415,61.0
416,79.0
417,87.0
418,97.0
419,3.0
420,9.0
421,17.0
422,27.0
423,39.0
424,53.0
425,57.0
426,63.0
427,69.0
428,71.0
429,99.0
430,1.0
431,11.0
432,19.0
433,23.0
434,37.0
435,41.0
436,49.0
437,61.0
438,67.0
439,79.0
440,83.0
441,89.0
442,9.0
443,19.0
444,21.0
445,37.0
446,63.0
447,67.0
448,69.0
449,81.0
450,87.0
451,91.0
452,3.0
453,9.0
454,17.0
455,21.0
456,29.0
457,51.0
458,53.0
459,57.0
460,59.0
461,71.0
462,99.0
463,1.0
464,7.0
465,13.0
466,19.0
467,23.0
468,29.0
469,31.0
470,43.0
471,47.0
472,59.0
473,61.0
474,71.0
475,73.0
476,89.0
477,91.0
478,7.0
479,13.0
480,33.0
481,49.0
482,57.0
483,61.0
484,63.0
485,67.0
486,69.0
487,91.0
488,99.0
489,11.0
490,17.0
491,27.0
492,29.0
493,33.0
494,39.0
495,41.0
496,47.0
497,57.0
498,59.0
499,71.0
500,81.0
501,83.0
502,93.0
503,7.0
504,13.0
505,17.0
506,23.0
507,31.0
508,37.0
509,43.0
510,59.0
511,71.0
512,73.0
513,77.0
514,91.0
515,97.0
516,1.0
517,9.0
518,19.0
519,27.0
520,33.0
521,39.0
522,61.0
523,67.0
524,69.0
525,79.0
526,93.0
527,97.0
528,3.0
529,21.0
530,23.0
531,33.0
532,47.0
533,51.0
534,53.0
535,63.0
536,77.0
537,81.0
538,89.0
539,7.0
540,11.0
541,17.0
542,19.0
543,23.0
544,29.0
545,31.0
546,43.0
547,47.0
548,67.0
549,89.0
550,1.0
551,3.0
552,7.0
553,13.0
554,19.0
555,21.0
556,27.0
557,49.0
558,51.0
559,57.0
560,73.0
561,79.0
562,91.0
563,93.0
564,99.0
565,11.0
566,27.0
567,29.0
568,33.0
569,39.0
570,53.0
571,57.0
572,59.0
573,77.0
574,1.0
575,11.0
576,17.0
577,19.0
578,29.0
579,31.0
580,41.0
581,43.0
582,53.0
583,59.0
