index,value
0,1.0
1,1.1365496100683743
2,1.314679118357659
3,1.3991406857166506
4,1.5622341585413826
5,1.7185828188487007
6,1.908992347819247
7,2.153704494052305
8,2.3568512031788655
9,2.5521441675703045
10,2.748290071415044
11,3.103275221582347
12,3.4018712339417245
13,3.662093149791066
14,4.084041103953909
15,4.390269236407286
16,4.732525874627782
17,5.167582202617608
18,5.630294514921951
19,6.177220372430739
20,6.66046609190169
21,7.298454568905967
22,8.038953004634347
23,8.729127871815654
24,9.50692470833158
25,10.327157943206851
26,11.269242684363414
27,12.21539792739952
28,13.227681962693694
29,14.367923276708218
30,15.615129973892458
31,16.94033511789665
32,18.325413867748765
33,19.855550931963293
34,21.45838138336936
35,23.085297625058374
36,24.727103441856904
37,26.614465439632312
38,28.554753399015986
39,30.539357380449555
40,32.74190891533377
41,35.0248107361095
42,37.36423243199194
43,39.71587916585621
44,41.95189810301103
45,44.44588949689548
46,46.86901365310551
47,49.33125264379494
48,51.875766381812014
49,54.47383858028889
50,57.03087734079479
51,59.49007708382377
52,61.93696321244858
53,64.23918588302209
54,66.45530182786356
55,68.73852352109365
56,70.90352071263656
57,72.89414771339375
58,74.86760581042097
59,76.78005539867078
60,78.60822327544008
61,80.32120136857773
62,81.88366706428809
63,83.32468223676813
64,84.72000381729711
65,86.05463219617518
66,87.29995810628272
67,88.48768748109046
68,89.5081356087026
69,90.39172873614739
70,91.31456189985775
71,92.11181753334223
72,92.77427737956009
73,93.47582449568421
74,94.1562708827999
75,94.72564598259716
76,95.2964663335778
77,95.72047066311248
78,96.0937322168867
79,96.51182623862763
80,96.83083860717412
81,97.1979713499915
82,97.47886115767453
83,97.78555433983558
84,98.03365862430881
85,98.18142352836877
86,98.26039802587478
87,98.47042892403199
88,98.64930396557979
89,98.73165094815431
90,98.89680604825536
91,99.07543893999907
92,99.13167435282094
93,99.1210764482017
94,99.25672733868142
95,99.3941232441196
96,99.41764956742277
97,99.51424568869153
98,99.57916599917627
99,99.61559561388567
100,99.68291650703566
101,99.68942130945362
102,99.66531567851389
103,99.71896410017428
104,99.76039493964286
105,99.65695475203316
106,99.6320840060381
107,99.63513016539483
108,99.69773017169247
109,99.65173582156933
110,99.67045970248247
111,99.80018852586899
112,99.823469497073
113,99.84754590431262
114,99.85971775488336
115,99.92282901254737
116,99.93262690023292
117,99.92836467310978
118,99.94313265913485
119,100.01510377000196
120,100.03369617872816
121,100.0331993188002
122,100.0887580747634
123,100.05376564552157
124,99.88828327833797
125,99.92182943566671
126,99.95144448100234
127,99.92518645968045
128,99.91921428823358
129,99.9901838959831
130,100.01386219648646
131,100.08620901433157
132,100.09100861750377
133,100.07421614539167
134,100.10217883169594
135,100.1103567082342
136,100.12124693709707
137,100.0975929546738
138,100.05922533249753
139,100.0265817913617
140,100.04991966854827
141,100.07739950550582
142,99.93822179562515
143,99.9077562936876
144,99.83744413748236
145,99.82875809129263
146,99.81568830962316
147,99.8414917273603
148,99.86661359945175
149,99.98645337462658
150,100.00645146784427
151,100.03773262440193
152,99.96286285645922
153,99.94983552470481
154,99.90068366268079
155,99.94053327221718
156,99.94908332601729
157,99.9370947778339
158,99.99120353969222
159,99.97861857393087
160,100.04745452293108
161,100.10873921332103
162,100.06607085932889
163,100.11513390404559
164,100.10924164050249
165,100.07860305850423
166,100.09047735319774
167,100.00206879992542
168,99.97496638608452
169,99.99835851146
170,99.98380643094289
171,100.03933232212447
172,100.01549416613513
173,100.02001818877271
174,100.01200073766795
175,99.93440342367144
176,99.96057777926949
177,99.9803764890872
178,99.88570263857521
179,99.7736309947555
180,99.77354188992244
181,99.85766622115636
182,100.00779627052383
183,99.91597326952966
184,100.0056489210267
185,100.06316062360823
186,100.02767322749399
187,100.11906442861881
188,100.1304708095162
189,100.10603323870181
190,100.00639627664019
191,100.01086082029538
192,100.01184500346078
193,100.12260056062031
194,100.06303242732426
195,100.0124205329652
196,99.98564494186407
197,100.11989028782627
198,100.05036193714831
199,100.11072855088932
200,100.02175399217286
201,100.04116070661753
202,100.04195363868399
203,100.00276992260898
204,100.03838527419383
205,99.99452368674285
206,99.91431292078673
207,99.90729318009443
208,99.87068987478858
209,99.89656607345296
210,99.89259348535143
211,99.98152382525525
212,99.96741189450073
213,99.98445667321128
214,99.92790145762811
215,99.913774800824
216,99.87680833739289
217,99.94835145967392
218,99.91563507030881
219,99.89154440796675
220,99.9173198823354
221,99.88989565297445
222,99.97137659529909
223,100.07212505956686
224,100.02003540586949
225,100.0603129686094
226,100.01202807812048
227,99.99299642527842
228,100.0282053920866
229,100.03237584614241
230,100.03745436799552
231,100.08862277916579
232,100.13432079120112
233,100.12342610732824
234,100.07934547613338
235,100.07145074813758
236,100.01386271215631
237,100.05177850874983
238,100.03718549033158
239,99.97818805007084
240,100.04741662489579
241,100.04197491416505
242,100.00037444267952
243,100.05748551601745
244,100.11460852776655
245,100.00878562613542
246,100.06327559631283
247,100.06483167182573
248,100.10691478993851
249,100.09281434335531
250,100.10248609425284
251,100.07701484857255
252,100.11892148115368
253,100.07344706907466
254,100.11740711937719
255,100.11458600291807
256,100.14095006751317
257,100.07637227480856
258,100.08986821625804
259,100.1075336479384
260,100.18948453734616
261,100.20538735305261
262,100.15539962223039
263,100.10835995309203
264,100.13556778356184
265,100.09499408552064
266,100.05951213777693
267,100.01059998199402
268,100.01619511017422
269,100.02553811980563
270,100.00667586028501
271,100.09075828965749
272,100.11022869190914
273,100.18710661673293
274,100.17490418319872
275,100.12074198659695
276,100.05892420987846
277,100.04687685068403
278,100.07985003905551
279,100.05700177774105
280,100.09414325825848
281,100.15488608092998
282,100.09903931318638
283,100.0341506842043
284,100.07814286354994
285,100.08377134858993
286,100.09166040224412
287,100.11735410766418
288,100.02930796377208
289,100.04843874999182
290,100.0526160881835
291,100.07044652086223
292,100.01565785994913
293,100.01812475455847
294,99.99213013107786
